GSE,PRJNA,SRS,SAMN,SRX,SRR,tax_id,,tax_name,,fastq,submitted_ftp,ftp,technology
GSE153313,PRJNA642138,SRS6913942,SAMN15377370,SRX8621733,SRR12095906,10090,Mus,musculus,NA,NA,NA,Fluidigm
GSE153313,PRJNA642138,SRS6913942,SAMN15377369,SRX8621734,SRR12095907,10090,Mus,musculus,NA,NA,NA,Fluidigm
GSE153313,PRJNA642138,SRS6913943,SAMN15377248,SRX8621735,SRR12095908,10090,Mus,musculus,NA,NA,NA,Fluidigm
