,GSE,study_accession,secondary_sample_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,technology
1,GSE092865,PRJNA358672,SRS1876792,SAMN06177119,SRX2442218,SRR5127955,10090,Mus musculus,NA,ftp.sra.ebi.ac.uk/vol1/run/SRR512/SRR5127955/Rspo1_Fc_2_mRNA.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR512/SRR5127955/Rspo1_Fc_2_mRNA.bam.bai,10x
